soldprice,date,model
49.95,4/22,intel core i5-3570k
87.35,4/22,intel xeon e7-8880 v3
50.0,4/22,intel core i5-4460
25.0,4/22,intel xeon e5-645
14.95,4/22,amd phenom x 4    9750
45.0,4/22,intel core i5-3570k
46.98,4/22,intel core i5-4200m
123.51,4/22,amd ryzen 5 2600
55.0,4/22,intel core i5-4200m
33.0,4/22,intel core i5-4330m
22.0,4/22,intel xeon e5540
1040.0,4/22,intel xeon platinum
9.99,4/22,intel xeon e5649
65.0,4/22,intel xeon e5645
44.99,4/22,intel core i5-4570
925.0,4/22,amd ryzen threadripper 1920x
115.0,4/22,amd ryzen 3 1200
6.99,4/22,amd phenom x3 8550
44.99,4/22,intel core i5-4570
39.0,4/22,intel core 2 quad q9450s
270.0,4/22,amd rayzen 7 3800x
56.5,4/22,intel xeon x3370
6.95,4/22,intel xeon e5649
395.0,4/22,intel xeon silver 4210
10.0,4/22,amd a10-7700k
20.0,4/22,intel core i3-3210
1.99,4/22,intel core 2 duo e6550
9.99,4/22,intel core 2 duo e6750
15.0,4/22,intel core 2 duo e6850
75.0,4/22,intel xeon x5690
15.99,4/22,intel core i3-2100
24.36,4/22,intel core i3-3220
39.0,4/22,intel xeon x5680
49.5,4/22,intel xeon x5690
99.5,4/22,intel xeon x5690
49.5,4/22,intel xeon x5690
49.5,4/22,intel xeon x5690
39.97,4/22,intel core i5-3380m
465.0,4/22,intel xeon silver 4114
320.0,4/22,intel xeon silver 4112
4.0,4/22,intel core 2 duo e4400
54.99,4/22,intel xeon e5-4620
1400.0,4/22,intel xeon platinum 8173m
129.0,4/22,intel xeon w-2140b
59.99,4/22,intel core i5-4690
9.99,4/22,intel core 2 duo e6750
99.5,4/22,intel xeon x5690
16.0,4/22,intel core i3-3220t
159.0,4/22,intel xeon w-2140b
170.0,4/23,amd ryzen 5 1600
1.0,4/23,intel xeon phi 7210
79.0,4/23,intel xeon e5-2690
485.5,4/23,intel xeon platinum 8124m
16.2,4/23,intel xeon lc5528
221.99,4/23,intel core i7-6700
124.0,4/23,intel core i7-4900mq
150.68,4/23,intel core i7-4910mq
69.99,4/23,intel xeon e3-1270 v2
80.0,4/23,amd fx-6100
230.0,4/23,intel core i7-4940mx
141.99,4/23,intel core i7-5775c
46.35,4/23,intel core i3-4130t
100.0,4/23,intel core i7-4790k
80.0,4/23,intel core i5-4570s
159.99,4/23,amd ryzen 5 3600
109.99,4/23,intel core i5-4570t
32.85,4/23,intel core i5-3470
22.0,4/23,intel core i5-3330s
93.0,4/23,amd ryzen 5 1500x
35.0,4/23,intel core i5-3350p
71.0,4/23,amd ryzen 5 1600
35.0,4/23,intel core i5-4570
35.0,4/23,intel core i5-3450
34.0,4/23,intel core i5-2500k
14.4,4/23,intel core i5-3450
39.99,4/23,intel core i5-3210m
70.0,4/23,amd ryzen 3 1200
89.99,4/23,intel core i5-4570t
87.99,4/23,intel core i5-4570t
129.99,4/23,intel core i5-4570t
87.99,4/23,intel core i5-4570t
92.99,4/23,intel core i5-4570t
127.5,4/23,amd ryzen 5 2600
99.0,4/23,intel core i7-4790k
135.16,4/23,intel core i7-4790s
205.0,4/23,intel core i7-6700
35.0,4/23,amd fx-4100
110.0,4/23,intel core i7-4790
49.59,4/23,intel core i3-3240
12.99,4/23,intel core i3-3240
12.99,4/23,intel core i3-3240
425.0,4/23,intel core i7-6700k
120.0,4/23,intel core i7-6800k
200.0,4/23,amd-a8
120.0,4/23,intel core i7-6850k
3.0,4/23,amd sempron 2100
60.0,4/23,intel xeon e3-1240 v2
189.5,4/23,intel core i7-6700k
9.1,4/23,intel core i3-3225
10.0,4/23,intel core 2 duo e8500
107.5,4/23,intel core i7-6700t
93.0,4/23,amd ryzen 5 2400g
11.99,4/23,amd athlon ii x2 245
18.0,4/23,intel core i3-3220
10.0,4/23,intel core i3-2120
10.0,4/23,intel core i3-2120
30.77,4/23,amd fx-4300
70.0,4/23,intel core i3-4130
0.99,4/23,amd sempron 3100
69.99,4/23,intel core i7-6700
10.0,4/23,intel core i3-530
29.99,4/23,intel xeon e5-1620 v2
410.0,4/23,intel core i7-6700
80.0,4/23,intel xeon e3-1271 v3
37.97,4/23,intel core i3-4130
25.0,4/23,intel core 2 duo t9300
19.99,4/23,intel core e5-1607
122.5,4/23,intel core i7-7700
19.32,4/23,intel pentium e6500
0.99,4/23,intel pentium e2220
80.88,4/23,intel core i7-970
12.0,4/23,intel core i3-2100
49.99,4/23,intel xeon e3-1240 v2
25.0,4/23,intel core i5-3470
144.5,4/23,amd ryzen 5 3600
139.99,4/23,intel core i5-3470
119.99,4/23,intel core i5-4670k
3.25,4/23,intel core i5-4670k
49.0,4/23,amd ryzen 5 3600
109.99,4/23,intel core i5-4670k
20.0,4/23,intel core i5-4670
167.99,4/23,amd ryzen 7 1700x
167.5,4/23,amd ryzen 5 3600
150.0,4/23,intel core i7-6800k
48.89,4/23,intel core i5-4590s
119.5,4/23,amd ryzen 5 3600
49.99,4/23,intel core i5-4590
65.0,4/23,intel core i5-4690
286.0,4/23,amd ryzen 9 3900x
182.35,4/23,intel core i5-3570
32.99,4/23,intel core i5-3550
109.99,4/23,intel core i5-4670k
100.0,4/23,amd ryzen 5 3600x
47.99,4/23,intel core i5-4670s
70.0,4/23,intel core i5-4690
40.0,4/23,intel core i5-4590
45.0,4/23,intel core i3-2348m
1.99,4/23,intel core 2 duo e6550
15.0,4/23,intel core i3-3220
15.0,4/23,intel core i3-3220
15.0,4/23,intel core i3-3220
15.0,4/23,intel core i3-3220
240.0,4/23,amd ryzen 5 3400g
15.0,4/23,intel core i3-3220
79.99,4/23,intel pentium g4400
89.88,4/23,intel core i7-870s
126.99,4/23,intel core i7-3770k
110.0,4/23,intel core i7-4790
132.5,4/23,amd ryzen 5 3600
55.0,4/23,intel core i5-4690k
54.99,4/23,intel core i5-4590
16.0,4/23,intel core 2 quad q9300
180.0,4/23,amd ryzen 3700x
50.0,4/23,intel core i5-4440
112.51,4/23,amd ryzen 5 2600x
91.97,4/23,intel core i7-3770
14.89,4/23,amd k6-2
75.99,4/23,intel core i7-3770
109.95,4/23,intel core i7-3770
79.99,4/23,intel core i7-3720qm
335.0,4/23,amd ryzen 9 3900x
124.99,4/23,intel core i7-3770
85.0,4/23,amd ryzen 3 2200g
5.0,4/23,intel core i5-450m
115.0,4/23,intel core i5-4570
140.0,4/23,amd ryzen 5 2600
90.0,4/23,amd ryzen 3 3100
29.99,4/23,intel core i5-3470s
160.0,4/23,amd ryzen 3 3200g
34.99,4/23,intel core i5-3470s
199.0,4/23,intel core i5-6600
650.0,4/23,amd ryzen 9 3950x
179.99,4/23,amd fx-9590
149.99,4/23,intel core i3-9100t
29.0,4/23,intel core i5-2520m
1.25,4/23,intel core i5-4210m
55.0,4/23,intel core i5-3570k
0.01,4/23,amd ryzen 5 2600
25.0,4/23,intel core i5-6500te
75.0,4/23,intel core i5-6600
1425.0,4/23,amd ryzen threadripper 2990wx
21.5,4/23,amd ryzen 5 2600x
50.0,4/23,amd fx-9590
51.0,4/23,amd fx-8350
49.95,4/23,intel core i5-2500k
82.99,4/23,intel core i7-3770
154.97,4/23,intel core i3-9100t
31.0,4/23,intel core i7-3770
95.0,4/23,intel core i7-3770
95.0,4/23,amd fx-9590
169.0,4/23,intel core i3-8350k
113.0,4/23,intel core i7-4790
19.99,4/23,intel pentium g2020
15.0,4/23,intel core i3-3220t
49.5,4/23,intel xeon x5690
175.0,4/23,intel xeon e5-2643 v3
80.0,4/23,intel xeon e5-2630 v3
49.5,4/23,intel xeon x5690
59.99,4/23,amd a6-9500
11.55,4/23,intel xeon e5-2603
49.5,4/23,intel xeon x5690
44.99,4/23,intel xeon e5-2689
79.95,4/23,intel xeon x5690
179.99,4/23,intel xeon e5-2640 v4
49.5,4/23,intel xeon x5690
18.0,4/23,intel xeon e5-2630 v3
99.5,4/23,intel xeon x5690
45.0,4/23,intel xeon e5-2640 v2
130.0,4/23,intel xeon e5-2630 v4
595.95,4/23,intel xeon e5-2687w v4
490.0,4/23,intel xeon platinum 8124m qs
3.99,4/23,amd athlon 64 x2
14.95,4/23,intel xeon e5-2603
9.99,4/23,intel core i3-540
109.99,4/23,intel core i7-4790
59.99,4/23,amd a6-9500
15.95,4/23,intel xeon e5-2603 v2
70.0,4/23,amd a10-5800k
199.9,4/23,intel xeon e5-2690 v2
190.0,4/23,intel xeon e5-2630lv4
139.99,4/23,intel xeon x5690
170.0,4/23,intel xeon e5-1650 v4
99.5,4/23,intel xeon x5690
49.5,4/23,intel xeon x5690
16.0,4/23,intel xeon x5675
159.99,4/23,intel xeon e5-2697 v3
49.5,4/23,intel xeon x5690
164.99,4/23,intel xeon e5-2697 v3
100.0,4/23,intel xeon x5680
500.0,4/23,intel xeon platinum 8156 qs
375.0,4/23,intel xeon e5-2670 v3
9.99,4/23,amd a6-3600
49.5,4/23,intel xeon x5690
15.0,4/23,amd a6-9500
629.99,4/23,intel xeon x5690
1.0,4/23,amd athlon 64
359.99,4/23,intel xeon e5-2640 v4
10.0,4/23,intel xeon e5628
133.0,4/23,intel core i7-8700k
227.5,4/23,amd ryzen 7 3700x
200.0,4/23,intel core i7-6700
200.0,4/23,intel core i7-6700
150.0,4/23,intel core i7-6850k
39.99,4/23,intel xeon e3-1240
36.0,4/23,intel core i7-4790
99.0,4/23,intel core i7-6800k
240.0,4/23,amd ryzen 5 3400g
90.0,4/23,amd athlon 3000g
49.5,4/23,intel xeon x5690
40.0,4/23,intel xeon e5-2640 v3
49.5,4/23,intel xeon x5690
219.9,4/23,intel xeon e5-2673 v2
12.38,4/23,intel xeon e5520
99.99,4/23,intel xeon w-2123
40.0,4/23,intel xeon e5-2609 v3
390.0,4/23,intel xeon e5-2673 v3
250.0,4/23,intel xeon e5-2673 v4
28.99,4/23,intel xeon e5-2620 v3
12.0,4/23,intel core i3-3240
55.0,4/23,amd a10-7800
49.5,4/23,intel xeon x5690
59.94,4/23,intel xeon e5-2640 v3
114.95,4/23,intel xeon e5-1650 v3
60.0,4/23,intel xeon e5-2637 v3
35.95,4/23,intel xeon e5-2630 v3
49.5,4/23,intel xeon x5690
115.95,4/23,intel xeon e5-1650 v3
30.0,4/23,intel xeon e7-4860 v2
4.95,4/23,amd athlon x2 5000+
8.0,4/23,intel core i3-2100
240.0,4/23,intel core i7-9700k
84.99,4/23,intel pentium g4560t
2.4,4/23,intel pentium g645
6.95,4/23,intel core 2 quad q8200
6.5,4/23,intel core i7-7700k
349.0,4/23,intel core i7-7700k
380.0,4/23,intel core i7-7700k
348.0,4/23,intel core i9-9900k
163.5,4/23,intel core i7-7700k
6.95,4/23,intel core 2 quad q8200
163.0,4/23,intel core i7-7700k
106.37,4/23,intel core i3-3220
45.8,4/23,intel core i7-860s
15.0,4/23,intel core i3-3220
47.95,4/23,intel pentium g2120
15.0,4/23,intel core i3-3220
330.0,4/23,intel core i7-7700t
199.0,4/23,intel core i7-7800x
8.36,4/23,intel core 2 duo e8400
24.99,4/23,intel core i7-860
45.0,4/23,intel xeon e3
18.0,4/23,intel xeon e3-1220 v2
50.0,4/23,amd fx-6300
150.0,4/23,intel core i7-4930mx
5.4,4/23,intel core i3-530
55.0,4/23,intel core i3-4330
37.0,4/23,intel core i3-4170
54.99,4/23,intel pentium g3220
82.0,4/23,intel core i7-4790k
3.25,4/23,intel core i7-4790s
24.99,4/23,intel core i7-950
51.99,4/23,intel core i3-2120
98.88,4/23,intel core i7-940
45.8,4/23,intel core i7-870
66.0,4/23,intel pentium g4400t
48.0,4/23,intel core i7-860
47.95,4/23,intel core i3-4160t
110.0,4/23,intel core i7-4790
7.0,4/23,intel core i3-2330m
115.0,4/23,intel core i7-880
126.99,4/23,intel i7-4900mq
24.99,4/23,intel xeon e3-1225 v2
0.99,4/23,amd athlon x2
8.99,4/23,intel core i3-2100
224.5,4/23,intel core i9-10900x
15.99,4/23,intel core e5-1607
389.99,4/23,intel core i9-10900k
256.01,4/23,intel core i9 10900k
199.99,4/23,intel core i7-990x
99.99,4/23,intel core i7-980x
82.8,4/23,intel core i7-980
48.88,4/23,intel core i7-975
500.0,4/23,intel core 2 quad q9550
80.0,4/23,intel i5-6402p
29.99,4/23,intel core 2 duo e8400
0.99,4/23,intel pentium e2160
0.99,4/23,intel core 2 duo e7500
275.0,4/23,intel core i7-9700k
2.4,4/23,intel pentium g2020
13.0,4/23,intel core i3-560
64.8,4/23,intel core i7-875k
399.99,4/23,intel core i7-8700k
45.0,4/23,intel core i3-2330e
4.99,4/23,intel pentium g2030
18.64,4/23,intel core i3-2330
88.78,4/23,intel core i3-2100
47.95,4/23,intel pentium g3220
19.31,4/23,intel pentium e6800
12.95,4/23,intel core i3-2120
9.0,4/23,intel core i3-2120
40.0,4/23,intel core i5-4590
6.0,4/23,intel core i3-2310m
59.58,4/23,intel core i7-920
20.0,4/23,intel core i3-2310m
19.99,4/23,intel core i7-920
194.55,4/23,intel core i7-7700
85.0,4/23,amd ryzen 3 2200g
190.0,4/23,intel core i7-6700
50.0,4/23,amd ryzen 3 1300x
139.0,4/23,intel core i3-8100
99.0,4/23,amd ryzen threadripper 1900x
61.0,4/23,intel core i7-3770s
43.0,4/23,intel core i7-3770s
51.0,4/23,amd fx-8320
155.0,4/23,intel core i7-3840qm
58.0,4/23,intel core i3-8100
79.99,4/23,intel core i7-2600k
85.0,4/23,intel core i7-4610m
200.0,4/23,intel core i7-4770
114.99,4/23,intel core i3-7100
110.0,4/23,intel core i7-4770
299.0,4/23,amd ryzen threadripper 2920x
120.0,4/23,intel core i7-4770k
89.99,4/23,amd fx-8150
62.0,4/23,intel core i7-4770s
2499.0,4/23,intel core i7-4770
150.0,4/23,intel core i7-2600k
240.0,4/23,intel core i5-7700
26.92,4/23,intel core i5-2400
89.99,4/23,intel xeon e5-2450v2
8.95,4/23,intel xeon e5-620
49.5,4/23,intel xeon x5690
12.95,4/23,intel xeon x5670
59.99,4/23,intel xeon e5-2650 v2
10.0,4/23,amd a8-4500m
50.0,4/23,intel xeon e5-2650 v3
125.0,4/23,intel xeon e5-2650 v3
89.99,4/23,intel xeon e5-2670 v2
10.98,4/23,intel xeon x5660
40.0,4/23,intel xeon x5660
450.0,4/23,intel xeon e5-2680 v4
735.0,4/23,intel xeon e5-2699 v3
349.99,4/23,intel core i7 9700
29.99,4/23,amd athlon 64 3000+
115.0,4/23,intel core i7-4770
19.95,4/23,intel core i5-760
107.99,4/23,intel core i7-4785t
129.5,4/23,intel core i7-4785t
65.0,4/23,intel core i7-4790
99.99,4/23,intel core i7-4790
99.99,4/23,intel core i5-6600t
17.99,4/23,amd phenom ii x4 840
200.0,4/23,amd ryzen 7 2700
199.93,4/23,intel core i5-7500
30.0,4/23,intel core i5-2400
1080.0,4/23,intel core i5-2400
96.0,4/23,intel core i5-7400
27.0,4/23,intel core i5-2400
96.99,4/23,intel core i5-7400t
19.99,4/23,amd phenom ii x4 820
109.99,4/23,intel core i5-7500t
12.0,4/23,intel core i5-750
119.0,4/23,intel core i5-7500
80.0,4/23,intel core i5-6500
250.0,4/23,amd ryzen threadripper 2920x
227.5,4/23,amd ryzen 7 3700x
240.0,4/23,amd ryzen 5 3400g
49.99,4/23,intel core i5-6600k
750.0,4/23,intel xeon e5-2698 v4
199.94,4/23,intel core i5-6600k
91.0,4/23,amd ryzen 7 2700x
151.96,4/23,intel core i5-3450
150.0,4/23,intel core i7-3770k
139.99,4/23,intel core i3-8100t
31.0,4/23,amd fx-8350
79.99,4/23,intel core i7-2600
23.0,4/23,intel core i5-2400
36.0,4/23,intel core i7-2600k
28.89,4/23,intel core i5-2400
73.99,4/23,intel core i7-2600
74.99,4/23,intel core i7-2600
74.99,4/23,intel core i7-2600
73.0,4/23,intel core i7-2600
71.18,4/23,intel core i7-2600
74.99,4/23,intel core i7-2600
51.0,4/23,intel core i5-8400
12.0,4/23,intel core i5-2400
200.0,4/23,amd ryzen 7 2700x
99.95,4/23,intel core i5-2400
15.4,4/23,intel xeon e5-645
79.98,4/23,intel core i7-2600
49.5,4/23,intel xeon x5690
110.0,4/23,intel core i5-2400
89.99,4/23,intel core i5-6500t
28.95,4/23,intel core i5-2400
75.0,4/23,intel core i5-4690k
25.0,4/23,intel core i5-2500
34.0,4/23,intel core i5-4690k
109.93,4/23,intel core i5-4690k
89.99,4/23,intel core i5-6500t
9.95,4/23,amd phenom x 3    8750b
54.99,4/23,intel core i5-4570s
410.0,4/23,amd ryzen 9 3900x
699.0,4/23,intel xeon w-2195
29.99,4/23,amd athlon 64 3100+
50.0,4/23,amd a8-5500
99.99,4/23,amd a10-9700
165.0,4/23,intel xeon e5-2680 v2
52.0,4/23,intel core i7-2760qm
27.0,4/23,intel core i5-2400
27.99,4/23,intel core i5-2400
55.0,4/23,intel core i5-6500
329.0,4/23,amd ryzen 5 5600x
47.99,4/23,intel core i5-4590
349.99,4/23,intel xeon e7-8870v2
112.5,4/23,amd ryzen 5 3600
50.0,4/23,intel core i5-4570t
290.0,4/23,amd ryzen 5 5600x
41.59,4/23,intel core i5-5675c
85.0,4/23,amd phenom ii x4 980
79.99,4/23,amd ryzen 5 pro 1500
159.99,4/23,amd ryzen 7 1700
169.0,4/23,amd ryzen 7 1700
23.5,4/23,intel core i5-6500
94.99,4/23,intel core i5-6500
160.0,4/23,intel xeon e5-1650
28.1,4/23,intel core i5-4590
80.0,4/23,intel core i5-6500
60.0,4/23,intel core i5-6500
29.5,4/23,intel xeon e5-2660 v2
39.99,4/23,amd athlon 64 3100+
27.95,4/23,intel core i5-2400s
64.99,4/23,intel xeon x5620
199.99,4/23,intel core i5-10500t
13.0,4/23,intel core i7 740qm
107.77,4/23,intel xeon e5-2680 v3
139.99,4/23,intel xeon e5-2650 v4
650.0,4/23,intel xeon e5-2650 v4
79.94,4/23,intel core i7-2600k
80.0,4/23,intel xeon e5-2670 v3
9.0,4/23,intel xeon l5640
15.1,4/23,intel xeon l5520
239.0,4/23,intel xeon e5-2618lv4
10.0,4/23,intel xeon e5-2620
1200.0,4/23,intel xeon gold 6132
810.0,4/23,intel xeon gold 6130h
1180.0,4/23,intel xeon gold 6128
9.0,4/23,intel xeon x5650
8.75,4/23,intel xeon e5-2430v2
8.0,4/23,intel xeon e5-2430v2
156.5,4/23,amd ryzen 7 3700x
149.99,4/23,intel core i5-9500t
35.0,4/23,intel xeon e5640
29.0,4/23,intel core i5-2400
45.0,4/23,intel xeon e5-2660 v3
19.99,4/23,intel xeon x3430
249.99,4/23,intel xeon e5-2620 v4
159.99,4/23,intel core i5-8600t
18.95,4/23,intel xeon e5-2665
30.0,4/23,amd a8-5600k
209.0,4/23,intel xeon e5-2690 v4
107.5,4/23,intel core i7-10700f
91.99,4/23,intel core i5-4570t
25.0,4/23,intel xeon w5580
11.0,4/23,intel xeon e5-2620
115.0,4/23,intel core i5-8400t
135.0,4/23,intel core i5-8500
88.0,4/23,intel core i5-8600k
25.0,4/23,intel xeon e5-1620 v2
149.99,4/23,intel core i5-8600
150.0,4/23,intel core i5-8500
139.99,4/23,intel core i5-8500t
399.9,4/24,intel xeon e5-2673 v3
119.0,4/24,intel core i7-2860qm
180.0,4/24,intel core i5-9600k
69.99,4/24,intel core i7-2600s
80.0,4/24,intel core i7-3770
79.99,4/24,intel core i7-2600s
75.0,4/24,intel core i7-2600k
100.0,4/24,intel core i7-2600k
40.0,4/24,intel xeon e5-2680
110.0,4/24,intel core i7-4810mq
219.0,4/24,intel xeon e5-2670 v3
57.88,4/24,intel xeon e5-2680 v2
69.0,4/24,intel core i7-3770
97.99,4/24,intel core i7-3770
139.95,4/24,amd fx-8350
52.0,4/24,intel core i7-3770
120.0,4/24,intel core i7-3770k
120.99,4/24,intel core i7-3770k
39.99,4/24,intel core i7-3540m
87.97,4/24,intel core i5-6500
110.5,4/24,intel xeon e5-4650v3
25.0,4/24,intel core i5-4590s
54.95,4/24,intel core i5-4590
184.97,4/24,intel core i7-4790k
70.0,4/24,intel core i7-3770
30.0,4/24,intel core i7-3770
124.0,4/24,intel core i5-7400
70.0,4/24,intel core i7-2600
350.0,4/24,intel xeon e5-2683 v3
0.99,4/24,intel xeon e5-2650
199.0,4/24,intel core i7-10700k
165.0,4/24,intel core i5-6500
619.0,4/24,intel xeon e5-2696 v4
17.99,4/24,amd phenom ii x4 955
28.49,4/24,amd phenom ii x4 945
28.0,4/24,intel core i5-6500t
99.99,4/24,intel core i5-6600
12.5,4/24,amd a6-3420m
299.0,4/24,intel xeon e5-2695 v3
0.99,4/24,intel core i5-7400
150.0,4/24,intel core i5-9400f
84.0,4/24,intel core i5-8600k
124.99,4/24,intel core i5-7500
86.0,4/24,intel core i5-7500t
24.9,4/24,intel core i5-760
24.95,4/24,amd a8-3850
12.0,4/24,intel core i5-760
180.0,4/24,intel xeon e5-2690 v2
119.99,4/24,intel core i5-7600
120.0,4/24,intel core i5-7600k
75.0,4/24,intel core i5-7600k
12.49,4/24,amd phenom ii x2 550
95.49,4/24,intel core i5-6500
148.99,4/24,intel core i5-8400
22.49,4/24,amd a8-3500m
28.7,4/24,amd a8-9600
110.0,4/24,intel xeon e5-2650 v4
51.0,4/24,intel core i7-4790k
110.0,4/24,intel core i7-4790
45.0,4/24,amd fx-6300
25.6,4/24,amd fx-6300
90.0,4/24,amd fx-6300
66.0,4/24,intel xeon e5-2643 v2
83.0,4/24,intel core i7-4790k
99.99,4/24,intel core i7-4790k
150.0,4/24,intel core i7-4790k
300.0,4/24,intel core i7-4790k
13.99,4/24,intel pentium ii
148.49,4/24,intel xeon e5-2403
750.0,4/24,intel xeon e5-4669v3
45.0,4/24,intel core i7-4790
6.95,4/24,amd athlon 64 3500+
153.19,4/24,intel xeon e5-2620
230.0,4/24,intel core i7-9700
50.0,4/24,intel core i7-9700f
156.0,4/24,intel core i7-9700k
229.99,4/24,intel core i7-9700k
249.99,4/24,intel xeon e5-2618l v4
169.0,4/24,intel core i7-9700k
77.0,4/24,intel core i7-9700k
130.0,4/24,intel core i7-9700k
20.0,4/24,intel core i7-950
140.0,4/24,amd ryzen 5 1600
415.5,4/24,intel xeon e5-2683 v4
0.01,4/24,intel xeon e5-2620
109.95,4/24,intel core i7-4790
109.99,4/24,intel core i7-4790
115.0,4/24,intel core i7-4790
210.0,4/24,intel core i7-4770
300.0,4/24,intel core i7-8700k
229.99,4/24,intel core i7-8700k
17.29,4/24,amd athlon ii x4 651k
365.5,4/24,intel i7 10900t
12.43,4/24,intel pentium e2140
1.6,4/24,intel pentium e2180
15.69,4/24,amd athlon ii x4 635
38.63,4/24,intel pentium e5800
1.0,4/24,intel pentium e6300
19.5,4/24,intel pentium g3240
33.0,4/24,intel pentium g3450
60.0,4/24,intel pentium g4400
59.99,4/24,intel pentium g4400t
190.0,4/24,intel core i9-9900x
30.0,4/24,intel pentium g4560
13.49,4/24,intel xeon e5-2650
62.0,4/24,intel core i7-4790k
19.95,4/24,amd athlon ii x2 270
75.0,4/24,intel core i7-4790k
140.0,4/24,intel core i7-8700k
157.0,4/24,intel core i7-7700k
51.0,4/24,intel xeon e5-2630 v2
175.0,4/24,intel xeon e5-2640 v4
39.99,4/24,intel core i7-640m
103.0,4/24,intel core i7-4770k
75.0,4/24,intel core i7-4770k
10.5,4/24,intel core i7-5930k
15.0,4/24,intel core i5-3470
15.0,4/24,intel core i5-3350p
125.0,4/24,amd ryzen 5 1600
400.0,4/24,amd ryzen 9 3900xt
99.5,4/24,intel xeon x5690
350.0,4/24,amd ryzen 9 3900x
24.99,4/24,intel core i5-3340m
28.99,4/24,amd a8-3520m
47.0,4/24,amd ryzen 5 2400g
250.0,4/24,amd fx-9590
15.49,4/24,intel core 2 duo e8600
374.97,4/24,intel xeon silver 4114
449.97,4/24,intel xeon silver 4116
49.0,4/24,amd fx-8320
14.99,4/24,intel core 2 duo t7400
600.0,4/24,amd ryzen 9 3950x
136.76,4/24,amd ryzen 5 1600
45.0,4/24,amd ryzen 5 2600
350.0,4/24,amd ryzen 7 5800x
370.0,4/24,amd ryzen 9 3900x
375.0,4/24,amd ryzen 9 3900x
400.0,4/24,amd ryzen 9 3900xt
575.0,4/24,amd ryzen 9 3950x
40.0,4/24,intel core i3-4160
0.99,4/24,intel core 2 duo e8400
29.0,4/24,intel core i5-3330
5.0,4/24,intel core 2 quad q6600
8.0,4/24,intel core 2 duo e8400
12.49,4/24,intel core 2 quad q6600
400.0,4/24,amd ryzen 5 2600
49.5,4/24,intel xeon x5690
15.0,4/24,intel core i3-550
88.99,4/24,intel core i5 4590t
0.99,4/24,amd sempron 140
29.99,4/24,intel core i5 560m
450.0,4/24,amd ryzen 7 5800x
49.95,4/24,amd a10-5800k
10.49,4/24,intel core i5-10400f
99.0,4/24,intel core i5-10600k
24.99,4/24,intel core i5-2320
5.0,4/24,intel core i5-2400
49.5,4/24,intel xeon x5690
0.99,4/24,intel core 2 quad q9400
49.95,4/24,amd a10-5800k
149.99,4/24,amd ryzen 5 2600
15.99,4/24,intel core 2 quad q9300
31.08,4/24,intel core 2 duo e8400
19.99,4/24,intel core i5 520m
11.4,4/24,intel core i3-2100
15.99,4/24,intel core i3-4100m
12.4,4/24,intel core i3-540
429.99,4/24,amd ryzen 9 3900x
40.0,4/24,intel core i3-7100
29.99,4/24,intel core i3-530
59.95,4/24,amd a10-7800
30.0,4/24,intel core i5-2500k
9.9,4/24,intel core 2 duo e4400
9.99,4/24,amd sempron 3100+
139.0,4/24,intel xeon x5690
15.0,4/24,intel core i3-530
24.8,4/24,intel core i5-3330
150.0,4/24,amd ryzen 5 1600
8.0,4/24,intel core 2 quad q6600
82.0,4/24,amd ryzen 5 2400g
50.0,4/24,intel core i7-3960x
39.95,4/24,amd phenom ii x4 965
79.97,4/24,intel core i5-6500
59.95,4/24,intel core i7 3630qm
15.0,4/24,intel core i5-3470
399.0,4/24,intel xeon platinum 8156 qs
134.99,4/24,amd ryzen 5 1600
25.0,4/24,amd ryzen 5 1600
105.0,4/24,intel xeon e5-4640v3
50.0,4/24,intel core i5-4440
95.0,4/24,intel xeon e5-4627v3
58.5,4/24,intel xeon e5-4610v3
90.0,4/24,amd ryzen 5 1400
25.0,4/24,intel core i5-4670s
63.0,4/24,intel core i5-4690k
31.98,4/24,amd phenom ii x6 1035t
249.99,4/24,intel xeon e5-2699 v3
650.0,4/24,intel xeon e5-2699 v3
20.0,4/24,intel core i5-650
20.0,4/24,amd a6-6400k
40.0,4/24,intel core i5-650
39.95,4/24,amd phenom ii x4 965
68.0,4/24,intel xeon e5-4620v3
549.99,4/24,intel xeon e5-2697a v4
65.0,4/24,intel core i5-4210m
50.0,4/24,intel core i5-4200m
49.99,4/24,intel core i5-4690
100.0,4/24,amd ryzen 3 1200
100.0,4/24,amd ryzen 3 1200
31.0,4/24,intel core i5-3570
49.5,4/24,intel xeon x5690
8.99,4/24,amd a4-3420
30.91,4/24,intel core 2 extreme qx6700
150.0,4/24,amd ryzen 5 2600
280.0,4/24,intel core 2 quad q8300
87.0,4/24,amd ryzen 5 2600
40.0,4/24,intel core i5-3210m
450.0,4/24,amd ryzen 5 2600
260.0,4/24,intel core 2 quad q8200
38.99,4/24,intel core i3-4160
104.95,4/24,intel core i7-4790
40.0,4/24,intel core i3-4150t
